"Sygnatura czasowa","Uczelnia - skrót (drukowane litery np. AGH, PK, UEK itp.)","Płeć","Wiek","Miejsce zamieszkania","Ilość członków rodziny","Czy Twoi rodzice mieszkają razem","Wykształcenie Matki","Wykształcenie Ojca","W której z podanych branży pracuje Twoja Matka?","W której z podanych branży pracuje Twój Ojciec?","Powód wybrania uczelni","Czas dojazdu na uczelnię","Tygodniowy czas poświęcony na naukę","Łączna liczba niezdanych przedmiotów","Czy uczęszczasz na dodatkowe zajęcia edukacyjne (poza uczelnią)?","Czy ktoś z Twojej rodziny uczęszcza na dodatkowe zajęcia edukacyjne (poza uczelnią/szkołą)?","Czy należysz do organizacji uczelnianych (koła naukowe, AZS, samorząd itp.)","Czy w domu masz dostęp do internetu?","Czy jesteś w związku?","Jak oceniasz swoje relacje z rodziną ","Ile masz wolnego czasu po zajęciach?","Jak często spotykasz się ze znajomymi (poza uczelnią)?","Konsumpcja alkoholu w dzień powszedni","Konsumpcja alkoholu w weekend","Jak oceniasz swoje zdrowie?","Liczba nieuzasadnionych obecności (tak mniej więcej)","Średnia ocen (semestr)","Średnia ocen (rok)"
"2016/11/29 8:19:29 PM CET","PK","Mężczyzna","22","Wieś","4","Tak","1","2","Inne","Inne","inne","4","1","0","Nie","Nie","Nie","Tak","Nie","2","2","1","1","1","3","10","4","4"
"2016/11/29 8:19:44 PM CET","AGH ","Kobieta","23","Miasto","4","Nie","3","2","Służba zdrowia","Inne","reputacja uczelni","2","4","0","Nie","Nie","Tak","Tak","Tak","4","3","2","2","2","3","1","4.7","4.42"
"2016/11/29 8:19:49 PM CET","AGH","Mężczyzna","23","Wieś","4","Tak","3","3","Inne","Służba cywilna (Administracja, Policja itp.)","reputacja uczelni","4","2","0","Nie","Nie","Nie","Tak","Nie","5","4","3","3","4","4","0","4.05","4.0"
"2016/11/29 8:20:53 PM CET","AGH","Mężczyzna","24","Miasto","6","Tak","1","2","Inne","Inne","reputacja uczelni","1","2","6","Nie","Tak","Nie","Tak","Nie","4","5","4","5","4","2","3","","3.8"
"2016/11/29 8:22:04 PM CET","Pk","Mężczyzna","21","Wieś","7 ","Tak","4","3","Inne","Służba cywilna (Administracja, Policja itp.)","ciekawy kierunek","3","3","22","Nie","Nie","Nie","Tak","Nie","2","2","3","5","5","5","11","4","4"
"2016/11/29 8:22:33 PM CET","AGH","Mężczyzna","20","Miasto","4","Tak","1","4","Inne","Inne","reputacja uczelni","3","1","0","Nie","Nie","Nie","Tak","Nie","3","4","1","1","2","4","0","4.55","4.58"
"2016/11/29 8:22:35 PM CET","AGH","Mężczyzna","20","Wieś","4","Tak","0","2","Inne","Inne","reputacja uczelni","3","3","0","Tak","Tak","Nie","Tak","Tak","5","2","4","2","5","3","2","3.6","3.9"
"2016/11/29 8:22:44 PM CET","AGH","Mężczyzna","22","Miasto","5","Tak","4","4","Szkolnictwo","Inne","reputacja uczelni","2","4","0","Nie","Tak","Nie","Tak","Tak","5","3","2","4","4","4","0","4","4"
"2016/11/29 8:22:49 PM CET","PK","Mężczyzna","27","Miasto","4","Nie","4","4","Inne","Inne","inne","2","1","5","Nie","Nie","Tak","Tak","Nie","4","4","3","1","1","4","0","3","3"
"2016/11/29 8:23:13 PM CET","AGH","Kobieta","20","Miasto","4","Tak","4","2","Służba cywilna (Administracja, Policja itp.)","Inne","reputacja uczelni","1","3","0","Nie","Tak","Nie","Tak","Tak","4","3","2","2","3","4","8","4.08","3.85"
"2016/11/29 8:23:15 PM CET","AMW","Kobieta","23","Miasto","3","Nie","2","2","Inne","Inne","inne","4","3","0","Tak","Tak","Tak","Tak","Tak","4","3","3","1","1","3","1","4.4","4.5"
"2016/11/29 8:24:05 PM CET","PK","Kobieta","22","Wieś","4","Tak","2","2","Inne","Inne","inne","2","1","2","Nie","Nie","Tak","Tak","Nie","4","2","5","3","4","4","50","3.8","3.7"
"2016/11/29 8:24:33 PM CET","AGH","Mężczyzna","21","Miasto","3","Tak","2","2","Służba zdrowia","Służba zdrowia","blisko do domu","3","2","0","Nie","Nie","Nie","Tak","Tak","4","5","5","1","1","2","0","3","3"
"2016/11/29 8:25:11 PM CET","AGH","Mężczyzna","21","Wieś","4","Tak","4","1","Służba cywilna (Administracja, Policja itp.)","Inne","ciekawy kierunek","3","4","1","Tak","Tak","Tak","Tak","Tak","3","2","3","2","2","3","8","4","4"
"2016/11/29 8:25:15 PM CET","Pk","Mężczyzna","23","Wieś","6","Nie","4","1","Inne","Inne","blisko do domu","1","4","0","Nie","Nie","Nie","Tak","Nie","5","2","1","1","1","4","0","4.5","4.5"
"2016/11/29 8:25:17 PM CET","Ujk","Mężczyzna","21","Miasto","44","Tak","4","4","Służba cywilna (Administracja, Policja itp.)","Służba cywilna (Administracja, Policja itp.)","inne","1","3","0","Nie","Tak","Nie","Tak","Tak","4","3","3","5","5","5","0","4","4"
"2016/11/29 8:25:56 PM CET","AGH","Mężczyzna","20","Wieś","4","Tak","4","4","Służba cywilna (Administracja, Policja itp.)","Szkolnictwo","ciekawy kierunek","2","4","0","Nie","Nie","Nie","Tak","Nie","5","2","4","2","2","5","0","4","4"
"2016/11/29 8:28:36 PM CET","UJ","Kobieta","21","Miasto","3","Tak","4","4","Szkolnictwo","Szkolnictwo","reputacja uczelni","2","2","0","Tak","Nie","Tak","Tak","Nie","4","5","4","2","2","4","0 ","3.5","4"
"2016/11/29 8:28:46 PM CET","AGH","Mężczyzna","21","Miasto","4","Nie","4","4","Inne","Służba zdrowia","ciekawy kierunek","2","3","0","Nie","Tak","Tak","Tak","Tak","3","2","3","2","3","4","0","4.9","4.9"
"2016/11/29 8:29:15 PM CET","AGH","Kobieta","21","Miasto","5","Nie","1","1","Szkolnictwo","Inne","reputacja uczelni","1","3","0","Tak","Tak","Nie","Tak","Tak","4","1","3","1","1","4","5","5","4"
"2016/11/29 8:30:25 PM CET","AGH","Mężczyzna","23","Miasto","4","Tak","4","3","Służba zdrowia","Inne","reputacja uczelni","1","2","0","Tak","Tak","Nie","Tak","Tak","4","2","2","1","3","1","2","4","4"
"2016/11/29 8:31:09 PM CET","AGH","Kobieta","23","Miasto","1","Nie","2","1","Służba cywilna (Administracja, Policja itp.)","Inne","reputacja uczelni","3","2","1","Nie","Nie","Tak","Tak","Tak","4","4","4","2","3","3","0","4","4"
"2016/11/29 8:33:10 PM CET","PK","Mężczyzna","22","Miasto","5","Tak","1","2","Inne","Inne","ciekawy kierunek","2","4","0","Tak","Tak","Tak","Tak","Tak","4","1","2","1","2","4","0","4.5","4.3"
"2016/11/29 8:33:39 PM CET","AGH","Kobieta","20","Wieś","5","Tak","4","4","Szkolnictwo","Inne","reputacja uczelni","1","4","0","Nie","Nie","Tak","Tak","Tak","3","2","2","2","4","3","0","4.61","4.6"
"2016/11/29 8:33:43 PM CET","AGH","Mężczyzna","23","Miasto","3","Tak","4","4","Inne","Inne","reputacja uczelni","1","3","1","Nie","Tak","Nie","Tak","Tak","2","2","3","1","3","3","15","4","4"
"2016/11/29 8:34:09 PM CET","AGH","Kobieta","20","Miasto","4","Tak","4","2","Szkolnictwo","Inne","ciekawy kierunek","2","4","0","Nie","Tak","Nie","Tak","Nie","5","3","2","1","2","4","1","4","4"
"2016/11/29 8:34:57 PM CET","PK","Mężczyzna","25","Miasto","4","Tak","4","2","Szkolnictwo","Inne","ciekawy kierunek","2","3","0","Nie","Tak","Nie","Tak","Nie","4","3","2","2","4","4","1","4.5","4.57"
"2016/11/29 8:35:30 PM CET","AGH","Kobieta","24","Miasto","3","Tak","2","2","Inne","Inne","reputacja uczelni","3","3","0","Tak","Nie","Nie","Tak","Nie","4","3","1","1","2","3","1","4.11","4.26"
"2016/11/29 8:35:53 PM CET","agh","Mężczyzna","23","Miasto","2","Tak","4","3","Szkolnictwo","Służba cywilna (Administracja, Policja itp.)","reputacja uczelni","3","2","0","Tak","Tak","Nie","Tak","Tak","3","4","2","1","2","5","10","4.4","4.3"
"2016/11/29 8:36:53 PM CET","polsl","Mężczyzna","20","Wieś","5","Nie","3","1","Inne","Inne","ciekawy kierunek","4","2","0","Nie","Nie","Nie","Tak","Nie","3","3","5","5","5","5","0","4","0"
"2016/11/29 8:37:39 PM CET","polsl","Mężczyzna","21","Miasto","4","Tak","1","4","Inne","Inne","inne","1","4","0","Nie","Tak","Tak","Tak","Nie","5","2","3","4","2","3","5","4.7","4.75"
"2016/11/29 8:37:53 PM CET","agh","Mężczyzna","23","Miasto","5","Tak","4","4","Szkolnictwo","Służba cywilna (Administracja, Policja itp.)","reputacja uczelni","1","4","0","Tak","Nie","Tak","Tak","Tak","4","1","3","1","4","4","0","4","4"
"2016/11/29 8:37:57 PM CET","AGH","Mężczyzna","21","Miasto","3","Tak","1","2","Inne","Inne","reputacja uczelni","1","4","1","Nie","Tak","Nie","Tak","Nie","4","2","1","1","2","3","2","4.0","4.0"
"2016/11/29 8:38:13 PM CET","pk","Mężczyzna","21","Miasto","3","Tak","1","1","Inne","Inne","inne","1","4","0","Nie","Nie","Tak","Tak","Nie","4","1","2","1","1","4","5","4.5","4.5"
"2016/11/29 8:44:08 PM CET","PK","Kobieta","22","Miasto","6","Tak","1","1","Inne","Służba cywilna (Administracja, Policja itp.)","ciekawy kierunek","1","1","0","Nie","Tak","Nie","Tak","Tak","4","5","3","3","4","4","20","4","4"
"2016/11/29 8:44:28 PM CET","PK","Kobieta","22","Miasto","4","Tak","2","2","Inne","Inne","inne","2","2","1","Nie","Nie","Tak","Tak","Nie","3","4","4","2","3","4","3","4","4"
"2016/11/29 8:45:36 PM CET","AGH","Mężczyzna","20","Miasto","20","Tak","3","2","Inne","Inne","reputacja uczelni","1","4","0","Nie","Nie","Tak","Tak","Nie","3","2","2","1","2","4","0","4.2","4"
"2016/11/29 8:46:18 PM CET","AGH","Kobieta","21","Miasto","3","Tak","4","4","Inne","Inne","reputacja uczelni","3","2","0","Tak","Tak","Tak","Tak","Tak","5","5","4","3","4","1","300","3.96","4.03"
"2016/11/29 8:49:27 PM CET","UR","Mężczyzna","22","Miasto","4","Tak","4","2","Inne","Inne","ciekawy kierunek","2","2","3","Tak","Nie","Nie","Tak","Tak","4","3","3","3","3","3","0","","3"
"2016/11/29 8:49:39 PM CET","AGH","Mężczyzna","21","Miasto","4","Tak","3","3","Inne","Inne","reputacja uczelni","2","4","0","Nie","Nie","Nie","Tak","Nie","5","3","2","1","2","3","0","3.43","3.53"
"2016/11/29 8:51:09 PM CET","pk","Mężczyzna","22","Wieś","7","Tak","1","2","Inne","Służba cywilna (Administracja, Policja itp.)","ciekawy kierunek","2","1","2","Nie","Tak","Nie","Tak","Tak","5","5","4","2","3","5","30","3.3","3.8"
"2016/11/29 8:51:49 PM CET","PK","Kobieta","21","Miasto","4","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","2","2","0","Tak","Tak","Tak","Tak","Tak","5","4","3","2","1","4","5","4.79","4.71"
"2016/11/29 8:53:48 PM CET","agh","Mężczyzna","23","Miasto","4","Tak","4","4","Służba zdrowia","Inne","reputacja uczelni","2","4","0","Nie","Nie","Tak","Tak","Nie","5","3","5","4","5","5","0","4.0","3.9"
"2016/11/29 8:54:16 PM CET","AGH","Kobieta","21","Miasto","2","Nie","4","4","Inne","Inne","inne","1","1","0","Nie","Nie","Tak","Tak","Tak","5","4","5","3","4","4","1","3.9","3.8"
"2016/11/29 8:54:57 PM CET","PK","Kobieta","23","Miasto","4","Tak","2","2","Inne","Inne","inne","1","1","0","Nie","Nie","Nie","Tak","Tak","4","4","3","1","1","4","0","4.85","4.57"
"2016/11/29 8:55:27 PM CET","URz","Mężczyzna","19","Miasto","6","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","2","2","0","Nie","Nie","Nie","Tak","Nie","5","4","1","1","2","3","7","","4"
"2016/11/29 8:55:55 PM CET","UJ","Mężczyzna","24","Miasto","6","Tak","4","4","Szkolnictwo","Inne","reputacja uczelni","3","1","3","Nie","Tak","Nie","Tak","Nie","5","3","4","1","3","5","2","3.5","3.5"
"2016/11/29 8:55:59 PM CET","AGH","Mężczyzna","23","Miasto","5","Tak","4","2","Szkolnictwo","Inne","ciekawy kierunek","1","1","0","Nie","Tak","Nie","Tak","Tak","5","5","4","3","4","5","0","4","4"
"2016/11/29 8:56:13 PM CET","AGH","Mężczyzna","22","Miasto","4","Tak","4","4","Służba zdrowia","Służba zdrowia","reputacja uczelni","1","2","0","Nie","Nie","Nie","Tak","Nie","4","5","4","3","4","4","1","3.8","3.75"
"2016/11/29 8:57:22 PM CET","AGH","Mężczyzna","21","Miasto","7","Tak","4","4","Inne","Inne","ciekawy kierunek","1","2","1","Tak","Tak","Tak","Tak","Nie","4","3","1","1","2","2","3","4.4","4.3"
"2016/11/29 8:58:48 PM CET","PK","Mężczyzna","25","Miasto","4","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","3","2","0","Tak","Tak","Nie","Tak","Tak","4","5","2","2","3","3","20","4.61","4.57"
"2016/11/29 8:59:57 PM CET","AGH","Kobieta","22","Miasto","4","Tak","3","2","Inne","Inne","ciekawy kierunek","2","3","0","Nie","Tak","Nie","Tak","Tak","5","4","5","3","4","5","0","","4"
"2016/11/29 9:00:06 PM CET","pk","Kobieta","21","Wieś","5","Tak","2","3","Inne","Inne","ciekawy kierunek","1","3","0","Nie","Tak","Nie","Tak","Nie","5","4","3","1","3","4","6","4","4"
"2016/11/29 9:00:11 PM CET","Pk","Mężczyzna","19","Wieś","5","Nie","2","2","Inne","Inne","ciekawy kierunek","3","2","0","Nie","Tak","Tak","Tak","Nie","5","5","5","3","1","5","0","","0"
"2016/11/29 9:01:06 PM CET","AGH","Kobieta","20","Miasto","4","Tak","2","2","Inne","Inne","reputacja uczelni","2","3","0","Nie","Tak","Nie","Tak","Tak","4","2","3","1","4","4","5","4","4"
"2016/11/29 9:05:01 PM CET","PK","Kobieta","19","Miasto","5","Tak","2","2","Służba zdrowia","Inne","ciekawy kierunek","1","3","2","Nie","Nie","Nie","Tak","Nie","4","3","3","2","2","3","2","","4"
"2016/11/29 9:05:01 PM CET","AGH","Mężczyzna","21","Wieś","4","Tak","3","2","Służba zdrowia","Inne","reputacja uczelni","4","2","0","Nie","Nie","Tak","Tak","Nie","5","5","3","2","3","4","1","4","3.5"
"2016/11/29 9:10:01 PM CET","AGH","Kobieta","21","Miasto","4","Tak","4","4","Inne","Inne","inne","3","2","0","Tak","Tak","Tak","Tak","Nie","4","3","3","3","3","3","3","4.6","4.5"
"2016/11/29 9:10:36 PM CET","PK","Mężczyzna","20","Wieś","7","Tak","1","4","Inne","Szkolnictwo","ciekawy kierunek","1","3","0","Tak","Tak","Nie","Tak","Nie","4","3","3","2","1","4","2","4","4"
"2016/11/29 9:11:38 PM CET","PK","Mężczyzna","22","Miasto","5","Tak","4","4","Szkolnictwo","Szkolnictwo","ciekawy kierunek","2","2","2","Nie","Nie","Nie","Tak","Nie","3","5","4","3","4","2","10","2.5","3.0"
"2016/11/29 9:11:57 PM CET","AGH","Mężczyzna","20","Miasto","4","Tak","4","2","Służba cywilna (Administracja, Policja itp.)","Inne","reputacja uczelni","2","4","0","Nie","Nie","Nie","Tak","Tak","4","3","1","3","4","1","0","3","3"
"2016/11/29 9:12:13 PM CET","PKR","Kobieta","21","Miasto","3","Tak","4","2","Służba cywilna (Administracja, Policja itp.)","Inne","reputacja uczelni","2","4","1","Tak","Tak","Tak","Tak","Nie","4","1","2","3","5","4","15","3","4"
"2016/11/29 9:12:53 PM CET","AGH","Mężczyzna","20","Miasto","5","Tak","4","2","Inne","Inne","reputacja uczelni","3","2","0","Nie","Tak","Tak","Tak","Tak","5","2","2","2","3","5","0","4.0","4.0"
"2016/11/29 9:14:29 PM CET","AGH","Mężczyzna","20","Wieś","4","Nie","4","2","Szkolnictwo","Służba cywilna (Administracja, Policja itp.)","reputacja uczelni","1","3","2","Nie","Nie","Nie","Tak","Nie","3","4","3","2","4","4","0","3","3"
"2016/11/29 9:15:07 PM CET","AGH","Kobieta","19","Miasto","5","Tak","4","4","Szkolnictwo","Inne","reputacja uczelni","2","3","0","Nie","Tak","Nie","Tak","Tak","4","3","3","2","4","3","7","4.5","4"
"2016/11/29 9:19:08 PM CET","AGH","Kobieta","23","Miasto","4","Tak","2","2","Inne","Inne","reputacja uczelni","4","3","0","Nie","Tak","Nie","Tak","Nie","4","3","3","2","3","4","0","4","4"
"2016/11/29 9:19:23 PM CET","AGH","Kobieta","23","Wieś","6","Tak","2","2","Inne","Inne","reputacja uczelni","1","3","0","Nie","Nie","Nie","Tak","Nie","5","3","4","4","4","4","1","4","4"
"2016/11/29 9:20:58 PM CET","PK","Kobieta","22","Miasto","10","Tak","2","2","Inne","Inne","ciekawy kierunek","1","1","0","Nie","Nie","Nie","Tak","Tak","5","4","4","2","3","3","1","4.4","4.4"
"2016/11/29 9:21:25 PM CET","Pk","Mężczyzna","23","Miasto","1","Tak","4","0","Służba zdrowia","Inne","ciekawy kierunek","2","1","0","Tak","Tak","Nie","Tak","Tak","2","5","4","3","5","5","0","4.0","4.2"
"2016/11/29 9:23:12 PM CET","PK WM","Mężczyzna","20","Wieś","6","Tak","4","2","Inne","Inne","inne","2","2","0","Nie","Nie","Nie","Tak","Nie","5","5","3","5","5","4","2","4","5"
"2016/11/29 9:23:38 PM CET","AGH","Kobieta","21","Miasto","4","Tak","2","2","Inne","Inne","ciekawy kierunek","1","4","1","Nie","Nie","Tak","Tak","Nie","5","1","1","2","2","5","4","3","3"
"2016/11/29 9:23:57 PM CET","AGH","Mężczyzna","24","Miasto","5","Tak","2","2","Inne","Inne","reputacja uczelni","1","1","3","Nie","Tak","Nie","Tak","Tak","4","5","3","4","4","3","10","","3.20"
"2016/11/29 9:24:53 PM CET","UP","Kobieta","21","Miasto","3","Tak","4","4","Inne","Inne","inne","1","3","1","Nie","Tak","Nie","Tak","Nie","5","3","5","2","4","4","0","3","3"
"2016/11/29 9:25:05 PM CET","PK","Kobieta","20","Miasto","4","Tak","3","2","Inne","Inne","ciekawy kierunek","2","2","0","Nie","Nie","Nie","Tak","Tak","5","3","2","2","2","3","4","3.5","3.5"
"2016/11/29 9:25:42 PM CET","UJ","Mężczyzna","25","Miasto","4","Nie","4","4","Szkolnictwo","Służba cywilna (Administracja, Policja itp.)","reputacja uczelni","2","2","0","Nie","Nie","Tak","Tak","Nie","4","5","5","3","5","4","5","4","4"
"2016/11/29 9:25:54 PM CET","Agh","Kobieta","22","Miasto","4","Tak","4","4","Inne","Inne","reputacja uczelni","1","1","4","Nie","Nie","Tak","Tak","Tak","4","3","3","2","2","1","5","3","3"
"2016/11/29 9:26:24 PM CET","pk","Mężczyzna","21","Miasto","3","Tak","1","1","Inne","Inne","ciekawy kierunek","2","3","0","Nie","Nie","Nie","Tak","Tak","3","2","2","2","2","4","5","4","4"
"2016/11/29 9:26:32 PM CET","AGH","Kobieta","21","Miasto","5","Tak","4","2","Szkolnictwo","Inne","reputacja uczelni","2","4","0","Tak","Tak","Tak","Tak","Tak","4","3","3","2","2","4","0","4.5","4.3"
"2016/11/29 9:27:45 PM CET","AGH","Mężczyzna","20","Miasto","6","Tak","4","2","Inne","Inne","reputacja uczelni","2","2","0","Tak","Tak","Tak","Tak","Tak","4","5","4","2","3","4","40","4","4"
"2016/11/29 9:28:53 PM CET","PK","Kobieta","24","Miasto","5","Tak","3","2","Inne","Inne","reputacja uczelni","2","3","0","Tak","Nie","Tak","Tak","Tak","5","3","3","1","1","4","2","4","4"
"2016/11/29 9:29:57 PM CET","AGH","Mężczyzna","23","Wieś","5","Tak","4","2","Służba zdrowia","Inne","reputacja uczelni","4","3","0","Nie","Nie","Tak","Tak","Tak","4","1","2","1","2","4","0","","3.92"
"2016/11/29 9:30:22 PM CET","AGH","Kobieta","21","Wieś","5","Tak","2","2","Inne","Służba cywilna (Administracja, Policja itp.)","reputacja uczelni","1","4","0","Nie","Nie","Nie","Tak","Nie","4","1","4","3","4","4","2","","4"
"2016/11/29 9:30:38 PM CET","UJ","Kobieta","24","Wieś","5","Tak","2","2","Inne","Inne","ciekawy kierunek","3","4","0","Tak","Nie","Nie","Tak","Nie","5","2","4","1","3","3","4","5","5"
"2016/11/29 9:31:04 PM CET","AGH","Kobieta","21","Miasto","5","Tak","4","2","Służba zdrowia","Inne","reputacja uczelni","2","3","0","Nie","Tak","Nie","Tak","Nie","5","4","3","1","1","4","0","3","3"
"2016/11/29 9:31:53 PM CET","UJ","Kobieta","24","Wieś","5","Tak","2","2","Inne","Inne","reputacja uczelni","3","4","0","Tak","Nie","Nie","Tak","Nie","5","3","3","1","3","3","5","5","5"
"2016/11/29 9:33:53 PM CET","Pk","Kobieta","20","Miasto","2","Nie","4","4","Inne","Inne","ciekawy kierunek","1","2","3","Nie","Nie","Nie","Tak","Nie","4","1","3","3","5","4","5","4.2","4.0"
"2016/11/29 9:40:48 PM CET","AGH","Mężczyzna","21","Miasto","4","Tak","0","1","Inne","Inne","ciekawy kierunek","1","3","0","Nie","Nie","Nie","Tak","Tak","4","3","3","1","1","5","3","4.0","4.0"
"2016/11/29 9:42:51 PM CET","AGH","Mężczyzna","21","Miasto","4","Tak","4","4","Szkolnictwo","Inne","reputacja uczelni","1","3","0","Nie","Tak","Nie","Tak","Tak","4","3","2","2","3","5","0","3.7","3.7"
"2016/11/29 9:46:39 PM CET","agh","Kobieta","20","Miasto","5","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","3","4","0","Tak","Nie","Nie","Tak","Tak","4","1","3","1","2","3","0","4.2","4.2"
"2016/11/29 9:47:34 PM CET","AGH","Kobieta","20","Miasto","6","Tak","2","0","Inne","Inne","inne","1","3","0","Nie","Nie","Nie","Tak","Tak","4","3","3","2","5","4","0","3.8","3.85"
"2016/11/29 9:47:37 PM CET","AGH","Kobieta","20","Miasto","4","Tak","2","2","Inne","Inne","reputacja uczelni","1","3","0","Nie","Nie","Nie","Tak","Nie","5","3","4","2","5","5","0","5","5"
"2016/11/29 9:48:36 PM CET","AGH","Kobieta","20","Miasto","4","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","1","4","0","Nie","Tak","Nie","Tak","Nie","5","2","4","2","3","4","1","4","4"
"2016/11/29 9:50:22 PM CET","AGH","Mężczyzna","23","Miasto","7","Tak","3","2","Służba zdrowia","Inne","reputacja uczelni","2","3","0","Nie","Nie","Nie","Tak","Nie","5","2","3","2","3","5","0","4","4"
"2016/11/29 9:52:29 PM CET","AGH","Mężczyzna","24","Wieś","7","Tak","3","2","Inne","Inne","reputacja uczelni","1","1","4","Nie","Tak","Nie","Tak","Nie","5","5","5","4","4","4","20","4","4"
"2016/11/29 9:54:29 PM CET","AGH ","Kobieta","25","Miasto","5","Nie","0","0","Inne","Inne","reputacja uczelni","2","2","0","Nie","Nie","Nie","Tak","Tak","3","4","3","1","3","4","0","4","4.5"
"2016/11/29 9:54:36 PM CET","UJ","Kobieta","23","Miasto","3","Tak","2","4","Inne","Inne","ciekawy kierunek","1","2","0","Nie","Nie","Nie","Tak","Tak","3","4","3","2","3","4","0","4","4"
"2016/11/29 9:54:37 PM CET","PK","Kobieta","21","Miasto","3","Nie","2","0","Służba zdrowia","Inne","ciekawy kierunek","2","4","0","Nie","Nie","Nie","Tak","Nie","4","2","3","1","1","4","0","4","4"
"2016/11/29 9:55:28 PM CET","AGH","Mężczyzna","22","Wieś","4","Tak","4","4","Szkolnictwo","Inne","reputacja uczelni","1","2","0","Nie","Nie","Nie","Tak","Tak","4","4","5","4","4","4","2","3.8","3.8"
"2016/11/29 9:55:33 PM CET","Pk","Kobieta","20","Miasto","5","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","1","2","0","Nie","Nie","Nie","Tak","Tak","5","4","3","1","2","3","3","4.25","4.20"
"2016/11/29 9:57:44 PM CET","agh","Mężczyzna","24","Miasto","4","Tak","3","3","Służba zdrowia","Inne","reputacja uczelni","2","4","1","Nie","Nie","Nie","Tak","Nie","4","5","3","2","2","4","1","4","4"
"2016/11/29 9:57:56 PM CET","PK","Mężczyzna","19","Wieś","6","Tak","1","0","Inne","Inne","inne","2","2","0","Nie","Nie","Nie","Tak","Nie","5","4","3","3","4","5","2","0","0"
"2016/11/29 9:58:47 PM CET","PK","Mężczyzna","21","Wieś","6","Tak","3","2","Inne","Inne","ciekawy kierunek","2","4","2","Nie","Tak","Nie","Tak","Nie","4","3","5","4","5","4","10","3","3"
"2016/11/29 10:01:11 PM CET","AGH","Kobieta","21","Miasto","5","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","4","4","2","Tak","Tak","Tak","Tak","Nie","4","3","3","1","2","4","15","3.76","4.03"
"2016/11/29 10:04:23 PM CET","AGH","Mężczyzna","21","Miasto","4","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","1","4","0","Tak","Tak","Tak","Tak","Tak","4","2","4","3","4","4","0","4","4"
"2016/11/29 10:09:55 PM CET","AGH","Mężczyzna","22","Wieś","8","Tak","2","3","Inne","Służba cywilna (Administracja, Policja itp.)","inne","4","3","0","Nie","Nie","Nie","Tak","Tak","4","2","1","1","2","4","0","4","4"
"2016/11/29 10:10:04 PM CET","Pk","Kobieta","23","Wieś","8","Tak","2","2","Inne","Inne","inne","2","3","0","Tak","Tak","Tak","Tak","Tak","4","3","3","2","2","5","1","5","4.8"
"2016/11/29 10:12:32 PM CET","pk","Mężczyzna","23","Miasto","5","Nie","2","4","Inne","Inne","ciekawy kierunek","4","1","0","Nie","Tak","Nie","Tak","Nie","3","5","5","4","5","4","50","4","4"
"2016/11/29 10:15:09 PM CET","AGH","Kobieta","22","Miasto","4","Tak","4","2","Inne","Inne","inne","2","2","0","Tak","Tak","Tak","Tak","Nie","4","2","2","1","1","4","50","3.8","3.63"
"2016/11/29 10:17:31 PM CET","AGH","Mężczyzna","22","Wieś","2","Tak","1","2","Służba cywilna (Administracja, Policja itp.)","Inne","reputacja uczelni","4","2","0","Tak","Tak","Nie","Tak","Tak","4","1","1","2","2","4","2","4","4"
"2016/11/29 10:17:58 PM CET","AGH","Mężczyzna","21","Miasto","5","Tak","3","2","Inne","Inne","reputacja uczelni","2","4","0","Tak","Tak","Nie","Tak","Tak","5","2","3","3","4","5","0","4.5","4.2"
"2016/11/29 10:33:01 PM CET","agh","Mężczyzna","23","Miasto","3","Nie","4","4","Inne","Inne","reputacja uczelni","1","1","2","Nie","Nie","Nie","Tak","Tak","3","4","3","3","5","5","10","3","3"
"2016/11/29 10:34:16 PM CET","UJ","Kobieta","21","Miasto","4","Tak","2","2","Służba zdrowia","Służba zdrowia","ciekawy kierunek","3","2","0","Nie","Tak","Tak","Tak","Nie","2","4","4","2","3","4","0","","4"
"2016/11/29 10:34:23 PM CET","AGH","Mężczyzna","22","Miasto","4","Tak","4","1","Szkolnictwo","Inne","inne","1","4","0","Nie","Nie","Tak","Tak","Tak","5","4","2","2","3","5","1","3.8","3.8"
"2016/11/29 10:38:07 PM CET","AGH","Kobieta","22","Wieś","5","Tak","2","3","Inne","Służba cywilna (Administracja, Policja itp.)","reputacja uczelni","1","3","0","Nie","Tak","Tak","Tak","Nie","5","2","3","2","2","4","2","4.0","3.9"
"2016/11/29 10:38:14 PM CET","URZ","Kobieta","24","Miasto","5","Tak","2","2","Inne","Inne","ciekawy kierunek","4","4","0","Tak","Nie","Nie","Tak","Tak","4","1","2","3","3","3","0","4","5"
"2016/11/29 10:43:02 PM CET","UR","Mężczyzna","23","Miasto","2","Tak","4","4","Inne","Inne","blisko do domu","2","2","0","Nie","Tak","Tak","Tak","Nie","3","4","2","2","3","5","0","4.0","3.8"
